,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Default,HighMonthlyCharges,ShortTenure
4608,2510,1,0,1,0,3.0,0,1,0,2,0,0,2,0,0,0,0,3,35.1,101.1,0,0,1
453,3648,1,0,1,1,8.0,1,0,1,0,0,2,0,2,2,0,1,2,94.75,759.55,0,1,1
3466,5947,0,0,1,1,55.0,1,0,0,2,2,0,0,0,0,0,0,2,55.7,3131.8,0,0,0
3370,2710,1,0,0,0,19.0,1,0,2,1,1,1,1,1,1,2,0,3,19.65,358.15,0,0,1
4489,5277,1,0,0,0,1.0,1,0,1,0,0,0,0,0,0,0,1,2,70.35,70.35,0,0,1
4003,4793,1,0,1,1,42.0,1,0,0,2,2,0,0,0,0,0,0,3,54.5,2301.15,0,0,0
2754,6404,1,0,1,1,34.0,1,2,0,0,0,2,0,2,2,1,0,0,77.2,2753.8,0,1,0
5340,2321,0,0,1,0,64.0,1,0,1,2,0,0,2,2,2,1,1,3,96.9,6314.35,0,1,0
4037,2869,1,1,1,1,68.0,1,2,1,0,2,2,0,0,0,0,1,2,84.65,5683.6,0,1,0
1448,5010,1,0,1,0,3.0,1,0,0,0,0,2,2,0,0,0,1,3,55.8,154.55,0,0,1
5806,6125,1,1,1,0,34.0,1,2,1,0,0,0,0,0,0,0,1,2,75.55,2425.4,0,1,0
6653,1464,0,0,1,1,20.0,1,0,2,1,1,1,1,1,1,0,0,3,20.05,406.05,0,0,1
4150,5995,0,0,0,0,13.0,1,0,0,2,2,0,2,0,2,0,0,0,67.8,842.25,0,0,1
2414,2285,1,0,1,1,28.0,0,1,0,0,2,2,2,2,2,1,1,1,60.0,1682.05,0,0,1
693,647,1,0,0,0,52.0,0,1,0,0,2,0,0,0,0,1,0,3,30.1,1623.4,0,0,0
5101,236,1,0,1,1,71.0,1,2,0,2,2,2,2,2,2,2,0,0,86.85,6263.8,0,1,0
1066,3399,0,1,1,0,72.0,1,2,1,2,2,2,0,2,2,2,1,2,112.4,8046.85,0,1,0
2663,5284,0,0,1,1,14.0,1,0,2,1,1,1,1,1,1,2,0,3,18.8,255.55,0,0,1
4927,5553,0,0,1,1,61.0,1,2,0,2,2,0,0,0,0,0,0,2,59.8,3641.5,0,0,0
5519,427,0,0,0,0,1.0,1,0,0,2,0,0,0,0,0,0,1,0,48.45,48.45,0,0,1
17,2550,0,0,1,1,69.0,1,2,1,2,2,2,2,2,2,2,0,1,113.25,7895.15,0,1,0
2801,36,0,0,1,0,55.0,1,2,1,2,0,0,0,2,0,0,1,0,89.8,4959.6,0,1,0
4156,5483,0,1,0,0,57.0,0,1,0,0,2,2,0,2,2,0,1,2,55.0,3094.05,0,0,0
4175,618,1,0,1,0,72.0,1,2,1,2,2,2,2,2,2,2,0,0,115.15,8349.45,0,1,0
2322,4802,0,0,1,1,49.0,1,2,2,1,1,1,1,1,1,2,0,3,25.25,1211.65,0,0,0
6986,3946,0,0,0,0,8.0,1,0,0,0,2,0,2,2,0,0,1,2,65.45,554.45,0,0,1
6030,1998,0,0,0,1,41.0,1,0,0,0,0,0,0,0,0,0,0,0,45.2,1841.9,0,0,0
6448,5478,0,0,0,0,9.0,1,0,2,1,1,1,1,1,1,0,0,0,19.5,150.35,0,0,1
596,3906,1,0,1,1,46.0,1,2,2,1,1,1,1,1,1,1,0,2,24.9,1174.8,0,0,0
5016,6816,0,1,1,0,43.0,1,2,1,2,2,0,0,2,0,0,1,2,94.5,4156.8,0,1,0
3536,3005,0,0,0,0,16.0,1,0,2,1,1,1,1,1,1,1,0,1,19.35,295.55,0,0,1
1651,1764,0,0,1,1,59.0,1,2,0,2,2,0,2,0,0,1,0,3,65.5,3801.3,0,0,0
4457,4746,0,0,1,0,70.0,1,0,0,2,2,2,2,2,2,2,0,1,86.45,5950.2,0,1,0
2985,3964,0,0,0,0,72.0,1,2,2,1,1,1,1,1,1,2,0,1,25.45,1866.45,0,0,0
18,5809,0,0,0,0,52.0,1,0,2,1,1,1,1,1,1,1,0,3,20.65,1022.95,0,0,0
752,2780,0,1,0,0,3.0,1,0,1,0,0,2,0,0,0,0,0,3,75.05,202.9,0,1,1
6163,2697,1,0,0,0,2.0,1,0,2,1,1,1,1,1,1,0,1,2,19.65,31.2,0,0,1
5422,6829,1,0,1,1,14.0,1,0,0,2,2,0,0,0,2,2,1,0,61.4,815.55,0,0,1
1943,5137,0,0,0,0,1.0,1,0,2,1,1,1,1,1,1,0,0,3,20.9,20.9,0,0,1
2357,2792,1,0,0,0,8.0,1,0,2,1,1,1,1,1,1,0,1,0,19.7,168.9,0,0,1
6231,1423,1,0,0,0,65.0,1,2,2,1,1,1,1,1,1,2,0,3,25.75,1654.75,0,0,0
5394,6819,0,0,1,0,51.0,1,0,1,0,0,0,0,0,0,0,0,3,69.15,3649.6,0,0,0
1276,3200,0,0,0,0,53.0,0,1,0,2,2,2,2,2,0,1,1,2,53.6,2879.2,0,0,0
1716,7011,0,0,1,0,71.0,1,2,2,1,1,1,1,1,1,2,1,1,24.4,1725.4,0,0,0
150,4048,0,0,1,1,65.0,1,2,1,2,2,0,2,2,0,2,1,1,99.05,6416.7,0,1,0
121,6721,0,0,0,0,36.0,0,1,0,2,0,0,0,0,0,2,0,0,31.05,1126.35,0,0,0
4516,2530,1,0,0,1,17.0,1,0,0,0,2,2,2,2,2,1,0,2,80.85,1445.95,0,1,1
6305,2782,0,0,1,1,67.0,1,2,2,1,1,1,1,1,1,2,1,3,24.9,1680.25,0,0,0
5679,2483,0,0,1,1,64.0,0,1,0,0,2,2,2,0,2,2,0,2,49.85,3210.35,0,0,0
6109,5216,0,0,0,0,4.0,1,2,2,1,1,1,1,1,1,1,0,2,23.9,97.5,0,0,1
3511,2018,1,0,0,0,19.0,1,2,1,2,0,2,0,0,0,0,1,2,84.75,1651.95,0,1,1
4421,4401,0,0,1,0,17.0,1,2,0,0,2,0,0,2,2,0,1,0,75.4,1322.55,0,1,1
2080,5600,1,1,0,0,56.0,1,2,1,0,0,2,0,2,2,0,1,2,101.05,5594.0,0,1,0
3481,2638,1,1,1,0,65.0,1,2,1,2,0,0,0,2,2,1,1,2,100.75,6674.65,0,1,0
6280,604,1,0,0,0,62.0,1,2,0,2,2,2,2,0,0,2,0,0,69.4,4237.5,0,0,0
5796,5125,1,0,1,0,63.0,1,2,1,0,2,2,0,2,2,0,1,2,102.4,6444.05,0,1,0
1695,4059,1,0,1,1,70.0,1,2,1,2,2,0,0,2,0,0,1,1,97.55,6669.05,0,1,0
4031,166,1,0,1,1,72.0,1,2,1,2,2,2,2,2,2,2,1,1,114.3,8058.55,0,1,0
3987,6577,1,0,0,1,71.0,1,2,2,1,1,1,1,1,1,2,0,3,24.35,1654.6,0,0,0
4329,4869,1,0,0,0,40.0,1,0,0,2,0,2,0,0,2,0,0,2,67.45,2731.0,0,0,0
4887,5953,0,0,0,0,66.0,0,1,0,2,2,2,2,2,2,2,1,0,62.5,4136.4,0,0,0
5654,4351,0,0,1,0,33.0,1,0,2,1,1,1,1,1,1,0,0,3,20.05,669.45,0,0,0
2505,465,1,0,1,1,50.0,1,0,0,2,0,0,2,2,2,1,0,2,75.5,4025.6,0,1,0
1390,6624,0,0,0,0,48.0,1,0,1,2,0,2,2,2,2,2,1,1,102.5,4904.25,0,1,0
7038,6864,1,0,0,0,38.0,1,0,1,0,0,0,0,0,0,0,1,1,69.5,2625.25,0,0,0
6201,2079,1,0,0,0,69.0,1,2,1,2,2,2,0,2,2,2,1,1,110.05,7430.75,0,1,0
1757,5529,1,0,1,0,27.0,1,0,0,2,0,0,0,0,0,1,0,1,48.7,1421.75,0,0,1
4667,2821,1,0,0,1,22.0,1,0,2,1,1,1,1,1,1,0,0,1,20.15,432.5,0,0,1
4787,4371,1,0,0,0,5.0,1,0,1,0,0,0,0,0,2,0,0,3,78.75,426.35,0,1,1
186,4653,0,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,3,45.3,45.3,0,0,1
6277,3231,1,0,0,1,54.0,1,0,0,0,2,2,2,0,0,1,1,2,61.0,3283.05,0,0,0
6634,4556,0,1,1,0,72.0,1,2,0,2,2,2,0,2,2,2,1,1,84.1,6129.65,0,1,0
6850,4333,1,1,0,0,1.0,1,0,0,0,0,0,0,0,0,0,1,3,45.85,45.85,0,0,1
1275,6198,1,0,1,1,63.0,1,2,2,1,1,1,1,1,1,2,0,1,24.65,1574.5,0,0,0
4581,2219,1,0,1,1,16.0,1,0,2,1,1,1,1,1,1,0,0,2,19.75,313.4,0,0,1
3170,1237,1,0,1,1,24.0,1,0,2,1,1,1,1,1,1,1,0,3,20.25,439.75,0,0,1
5337,3173,0,0,0,0,47.0,1,0,0,2,2,0,2,0,0,1,1,3,58.9,2813.05,0,0,0
521,2425,0,0,0,0,28.0,1,0,0,2,0,0,2,0,0,1,0,3,54.3,1546.3,0,0,1
5958,4876,1,0,0,0,1.0,1,0,0,2,0,0,0,0,0,0,1,3,50.7,50.7,0,0,1
1480,4285,0,1,1,0,69.0,1,2,1,0,2,0,2,2,2,2,0,1,105.4,6998.95,0,1,0
1135,4136,1,0,1,1,26.0,1,0,2,1,1,1,1,1,1,2,1,1,19.15,515.75,0,0,1
4090,3988,0,0,0,0,30.0,0,1,0,0,0,0,2,0,2,1,1,1,40.35,1187.05,0,0,0
2520,6255,0,0,0,0,64.0,1,2,1,2,2,2,2,2,2,2,1,0,115.1,7334.05,0,1,0
553,3263,1,1,1,0,50.0,1,2,1,2,2,2,0,2,0,1,1,0,101.9,5265.5,0,1,0
6186,3477,1,0,1,1,61.0,1,2,1,0,0,2,0,2,2,1,1,2,99.9,6241.35,0,1,0
2552,5635,0,0,0,0,52.0,0,1,0,2,2,0,2,0,0,2,0,3,39.1,1982.1,0,0,0
4065,521,1,0,1,1,54.0,1,2,0,0,0,2,0,0,2,2,0,1,63.35,3409.1,0,0,0
5180,5536,0,0,1,0,20.0,1,0,2,1,1,1,1,1,1,1,0,3,20.35,393.15,0,0,1
4110,3557,0,0,1,1,67.0,1,2,1,2,0,0,2,2,2,2,0,1,106.7,7009.5,0,1,0
1180,928,0,0,0,0,13.0,1,2,1,2,0,0,0,0,0,0,1,1,80.0,1029.35,0,1,1
5613,6822,0,0,1,1,13.0,1,0,0,2,0,0,2,0,0,1,0,0,54.15,701.05,0,0,1
4720,5304,0,0,0,0,64.0,1,2,0,2,2,2,2,2,2,2,1,1,86.4,5442.05,0,1,0
2640,7004,1,0,0,0,63.0,1,2,2,1,1,1,1,1,1,2,0,3,25.25,1559.3,0,0,0
1305,885,1,0,1,0,72.0,1,2,1,0,2,2,2,2,2,2,1,1,110.6,7962.2,0,1,0
1745,840,1,0,1,1,40.0,1,0,2,1,1,1,1,1,1,0,1,0,20.4,745.3,0,0,0
3817,6041,1,0,0,0,17.0,1,0,2,1,1,1,1,1,1,1,1,0,19.65,351.55,0,0,1
4207,2191,1,0,1,0,10.0,1,0,2,1,1,1,1,1,1,1,0,0,19.6,189.45,0,0,1
3226,4214,1,0,0,0,3.0,0,1,0,0,0,0,2,0,0,0,1,2,29.75,96.85,0,0,1
6279,3269,1,0,0,0,57.0,1,2,1,0,0,0,0,2,0,1,1,2,86.9,4939.25,0,1,0
884,6559,1,0,0,0,33.0,1,2,0,0,2,0,0,0,0,0,1,0,54.65,1665.2,0,0,0
874,208,1,0,0,1,3.0,1,2,2,1,1,1,1,1,1,2,1,3,26.4,121.25,0,0,1
6971,4665,1,0,0,1,50.0,0,1,0,2,2,0,0,2,0,1,1,0,43.05,2208.05,0,0,0
508,5532,0,0,1,1,52.0,1,0,1,2,0,2,2,0,0,0,1,0,84.05,4326.8,0,1,0
2431,712,0,0,1,0,17.0,0,1,0,0,2,2,0,0,0,0,1,1,35.65,646.05,0,0,1
3505,3860,0,0,1,0,58.0,1,2,1,0,2,2,0,0,2,1,1,2,94.3,5610.15,0,1,0
6806,4724,0,0,1,1,19.0,1,2,1,0,0,0,2,0,2,1,1,0,89.35,1686.85,0,1,1
5474,4624,1,0,0,0,33.0,1,0,1,0,2,2,0,0,0,0,1,1,79.0,2576.8,0,1,0
3528,250,0,0,1,0,72.0,1,2,1,2,2,2,2,2,2,2,0,1,112.1,7965.95,0,1,0
4367,5967,0,0,1,0,49.0,1,0,2,1,1,1,1,1,1,1,0,1,20.7,1032.05,0,0,0
4308,2293,0,0,1,0,45.0,1,2,2,1,1,1,1,1,1,2,0,3,25.5,1121.05,0,0,0
535,5722,0,0,1,1,24.0,1,0,2,1,1,1,1,1,1,2,1,1,21.1,490.65,0,0,1
3525,4278,0,0,1,0,16.0,1,0,2,1,1,1,1,1,1,0,0,3,19.6,314.45,0,0,1
4771,707,0,0,0,0,71.0,1,2,1,2,2,2,2,2,2,2,1,1,113.15,7993.3,0,1,0
434,4352,0,0,1,0,68.0,1,2,0,2,0,0,2,0,0,1,0,0,58.25,3975.7,0,0,0
3352,4910,1,0,1,1,23.0,1,0,2,1,1,1,1,1,1,2,0,3,20.9,454.0,0,0,1
801,1377,1,0,0,0,31.0,1,2,1,0,0,0,2,0,0,1,0,1,81.7,2548.65,0,1,0
2855,1567,1,1,1,0,60.0,1,2,1,0,0,0,2,2,2,0,1,2,99.0,6017.9,0,1,0
3304,2981,1,0,0,0,68.0,1,2,1,2,2,2,2,2,2,1,1,1,117.2,8035.95,0,1,0
3968,2284,0,0,0,0,68.0,1,0,2,1,1,1,1,1,1,2,0,1,19.6,1441.65,0,0,0
3713,4749,1,0,0,0,11.0,1,0,2,1,1,1,1,1,1,2,0,3,20.4,231.45,0,0,1
6832,702,1,0,1,1,60.0,1,0,0,2,2,0,2,2,2,0,1,1,79.05,4663.4,0,1,0
4102,7020,1,0,0,1,64.0,1,0,1,0,2,0,2,2,2,0,1,1,99.15,6171.2,0,1,0
3405,4206,1,0,0,0,18.0,1,2,1,0,0,0,0,2,0,0,0,0,84.3,1537.9,0,1,1
1043,3424,1,0,1,0,56.0,1,0,1,0,0,0,0,0,2,1,1,2,80.9,4557.5,0,1,0
4425,1055,1,0,0,0,27.0,1,0,0,2,0,2,2,2,0,1,0,1,69.35,1927.3,0,0,1
6724,1720,1,0,1,0,72.0,1,2,2,1,1,1,1,1,1,2,0,1,25.75,1864.2,0,0,0
299,1070,0,0,0,0,12.0,1,0,2,1,1,1,1,1,1,0,0,3,19.7,220.35,0,0,1
4351,6566,0,0,1,0,42.0,1,2,0,2,2,0,2,0,0,0,1,1,66.4,2727.8,0,0,0
3524,3532,1,1,0,0,43.0,1,2,1,0,0,0,0,2,0,0,1,2,84.85,3645.6,0,1,0
6881,4485,0,0,1,0,62.0,1,0,1,2,0,2,2,2,2,1,1,2,104.3,6613.65,0,1,0
2574,5850,0,0,1,0,72.0,1,2,2,1,1,1,1,1,1,2,0,1,24.85,1871.85,0,0,0
4182,2418,1,0,0,1,21.0,1,0,0,0,0,0,0,0,0,0,0,3,45.65,985.05,0,0,1
3089,6085,1,0,0,0,9.0,1,0,2,1,1,1,1,1,1,1,1,3,20.15,163.7,0,0,1
1171,5058,0,0,0,0,5.0,1,2,0,2,0,0,0,0,0,0,1,2,53.8,283.95,0,0,1
6539,3674,0,1,0,0,53.0,1,0,1,2,2,0,2,0,2,1,1,3,96.75,5206.55,0,1,0
1453,2049,1,0,0,0,23.0,1,0,2,1,1,1,1,1,1,0,0,2,20.85,473.9,0,0,1
4313,5303,1,0,0,0,25.0,1,0,1,0,0,0,0,0,0,0,0,2,69.75,1729.35,0,0,1
4238,3254,0,0,1,0,33.0,0,1,0,2,0,2,2,2,2,2,0,0,59.55,2016.3,0,0,0
452,502,0,0,1,1,52.0,1,2,2,1,1,1,1,1,1,2,1,0,25.05,1270.25,0,0,0
7012,1562,1,1,1,0,72.0,0,1,0,2,2,2,2,2,2,2,1,0,63.1,4685.55,0,0,0
5258,1967,1,1,0,0,35.0,1,0,0,0,0,2,2,2,2,1,1,2,73.0,2471.25,0,1,0
3418,3747,0,0,1,1,29.0,1,0,1,0,0,0,0,2,2,0,1,1,87.8,2621.75,0,1,0
112,6852,0,0,0,0,32.0,0,1,0,2,0,0,0,0,0,1,0,3,30.15,927.65,0,0,0
6894,5630,1,0,0,0,3.0,1,0,1,0,0,2,2,2,0,0,1,3,89.85,244.45,0,1,1
6553,3522,1,0,1,1,31.0,1,0,0,0,0,2,2,0,0,0,0,3,54.35,1647.0,0,0,0
3237,1862,1,0,1,1,36.0,1,0,0,2,2,0,0,0,0,1,0,3,53.65,1939.35,0,0,0
1427,2714,0,0,1,1,70.0,1,2,1,2,2,2,2,2,2,2,1,1,113.05,7869.05,0,1,0
4912,5087,0,0,1,0,71.0,1,2,2,1,1,1,1,1,1,2,0,3,23.85,1672.1,0,0,0
5239,2704,0,0,1,0,40.0,1,2,1,2,0,2,0,2,2,1,0,0,105.75,4228.55,0,1,0
3398,3268,1,0,1,0,62.0,1,2,1,0,0,2,2,2,2,2,1,0,107.6,6912.7,0,1,0
5916,1326,1,0,1,0,7.0,0,1,0,2,2,0,0,0,0,0,0,3,34.2,256.6,0,0,1
2832,1246,1,0,0,0,1.0,1,0,0,0,2,0,0,0,0,0,1,3,50.15,50.15,0,0,1
1971,2608,1,1,0,0,24.0,1,2,0,0,2,0,0,0,0,0,0,1,54.8,1291.3,0,0,1
4186,3167,0,0,1,0,62.0,1,2,1,0,0,2,0,2,2,0,1,2,101.35,6164.7,0,1,0
3264,6764,0,0,0,0,6.0,1,0,1,0,0,0,0,0,0,0,0,1,70.55,433.95,0,1,1
4197,5070,1,0,0,0,23.0,1,0,2,1,1,1,1,1,1,1,0,0,20.15,405.6,0,0,1
3158,6414,0,0,0,0,23.0,1,2,0,2,0,0,0,0,0,0,0,2,54.4,1249.25,0,0,1
3933,3239,0,0,1,0,18.0,1,0,1,0,0,2,0,2,2,0,1,1,95.95,1745.5,0,1,1
3238,632,1,1,1,0,4.0,0,1,0,0,0,2,0,0,0,0,1,2,29.9,118.25,0,0,1
2875,967,1,0,1,0,57.0,1,2,1,0,0,2,2,2,2,2,0,2,107.95,5969.85,0,1,0
2054,802,0,0,1,0,69.0,1,2,1,0,2,2,0,0,0,0,1,0,85.4,5869.4,0,1,0
2571,2252,0,0,1,1,65.0,1,2,0,2,2,2,2,2,2,2,0,0,91.55,5963.95,0,1,0
3953,3034,0,0,1,1,56.0,1,0,1,0,0,0,0,2,2,1,0,0,88.9,4968.0,0,1,0
3989,4151,0,0,1,1,72.0,1,2,2,1,1,1,1,1,1,2,0,0,25.1,1857.85,0,0,0
4825,3989,0,0,1,0,58.0,1,2,0,2,0,2,2,2,2,2,1,2,84.3,4916.4,0,1,0
5825,1188,1,0,1,0,60.0,1,0,0,2,0,0,0,2,0,1,1,3,59.8,3561.15,0,0,0
1671,5938,0,0,0,0,8.0,1,0,2,1,1,1,1,1,1,2,0,3,20.25,174.65,0,0,1
6474,5626,1,0,0,0,35.0,1,0,2,1,1,1,1,1,1,2,0,0,21.45,705.45,0,0,0
2374,6727,1,0,0,0,64.0,1,2,1,2,0,2,2,0,2,2,0,1,99.25,6549.45,0,1,0
1270,681,1,1,0,1,56.0,1,0,1,2,0,0,0,2,2,1,0,1,94.8,5264.3,0,1,0
6376,1049,0,0,0,0,24.0,1,2,2,1,1,1,1,1,1,2,0,1,25.15,553.0,0,0,1
6223,6229,0,0,1,1,70.0,0,1,0,0,2,2,2,2,2,1,1,0,58.4,4113.15,0,0,0
1594,5212,0,1,0,0,7.0,1,0,0,0,2,2,0,2,0,0,1,2,64.95,493.65,0,0,1
6925,1774,1,0,0,1,27.0,1,0,2,1,1,1,1,1,1,2,0,1,19.7,509.3,0,0,1
5705,2306,1,1,1,0,29.0,1,2,1,0,0,0,2,0,0,0,1,2,79.3,2414.55,0,1,0
2549,5171,0,0,1,0,12.0,1,2,0,2,0,2,0,2,2,1,0,2,78.85,876.75,0,1,1
6732,515,0,1,1,0,13.0,0,1,0,0,0,0,0,2,2,0,0,2,45.3,528.45,0,0,1
2816,4096,0,0,1,1,39.0,1,0,2,1,1,1,1,1,1,2,0,3,19.75,757.95,0,0,0
5653,2989,0,1,1,1,28.0,0,1,0,0,2,0,0,0,2,1,1,2,39.1,1096.6,0,0,1
6952,2007,1,0,1,1,68.0,1,2,1,0,2,0,0,2,2,1,1,1,101.05,6770.5,0,1,0
4505,1949,1,0,1,1,61.0,1,0,1,0,2,2,2,2,2,1,0,1,103.9,6449.15,0,1,0
2862,5506,0,0,1,1,47.0,1,0,0,0,2,0,2,0,2,2,0,0,63.8,3007.25,0,0,0
3290,5107,1,0,1,0,67.0,1,0,0,2,2,0,2,0,2,2,1,1,69.2,4671.65,0,0,0
6799,711,1,0,0,0,43.0,1,0,2,1,1,1,1,1,1,2,0,3,19.55,876.15,0,0,0
1908,2314,1,0,0,0,3.0,1,0,1,0,0,0,0,2,2,0,1,2,92.0,266.8,0,1,1
5697,2767,1,0,1,1,9.0,1,0,0,0,2,0,2,0,0,0,0,3,54.8,452.8,0,0,1
496,4812,0,0,0,0,2.0,1,0,0,0,2,0,0,2,0,0,1,2,59.0,114.15,0,0,1
909,254,1,0,1,1,67.0,1,0,0,2,2,2,0,2,2,2,0,1,81.35,5398.6,0,1,0
2845,5179,0,0,1,1,23.0,1,0,1,2,2,0,2,0,0,0,0,3,84.4,1936.85,0,1,1
2991,894,0,0,1,1,55.0,1,0,1,0,0,0,0,0,0,2,1,1,69.05,3842.6,0,0,0
6896,5564,0,0,1,0,4.0,0,1,0,2,0,0,0,0,0,0,1,2,29.05,129.6,0,0,1
3159,393,0,1,0,0,4.0,1,0,1,0,2,0,0,0,0,0,0,2,72.75,317.75,0,1,1
5832,2200,1,0,1,1,34.0,1,2,1,0,0,2,0,0,2,0,1,1,90.05,3097.0,0,1,0
5449,1234,1,0,1,0,45.0,1,2,1,0,2,2,0,2,2,0,1,0,107.75,4882.8,0,1,0
6164,4134,0,0,0,1,2.0,1,0,2,1,1,1,1,1,1,1,0,0,20.5,38.25,0,0,1
4041,2835,0,0,1,1,18.0,1,0,2,1,1,1,1,1,1,0,1,3,20.25,401.95,0,0,1
6541,2396,1,0,0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,3,24.4,24.4,0,0,1
5359,2973,0,0,0,1,1.0,1,0,1,0,0,0,0,2,2,0,1,2,89.35,89.35,0,1,1
3543,6361,1,0,1,1,71.0,1,0,1,2,2,2,2,2,0,2,0,1,100.2,7209.0,0,1,0
2154,1353,0,0,0,0,46.0,1,2,1,0,0,2,0,2,2,1,1,2,101.1,4674.4,0,1,0
2514,1293,0,0,1,0,72.0,1,2,2,1,1,1,1,1,1,2,1,0,25.25,1841.2,0,0,0
1420,3704,1,0,0,0,64.0,1,0,1,2,2,0,0,2,2,1,1,1,100.3,6603.8,0,1,0
97,5127,1,0,1,1,66.0,1,2,0,2,0,2,2,2,2,2,1,3,84.0,5714.25,0,1,0
546,1907,0,0,0,0,11.0,1,2,0,0,0,0,0,0,2,0,1,3,58.95,601.6,0,0,1
4022,6647,0,0,0,0,28.0,1,2,0,2,0,2,0,0,0,1,0,3,59.0,1654.45,0,0,1
3172,3628,0,0,1,0,64.0,1,0,0,2,2,2,2,0,2,2,1,3,74.35,4759.55,0,1,0
1338,74,1,0,0,0,50.0,0,1,0,2,0,0,2,0,0,1,1,3,35.4,1748.9,0,0,0
901,6327,1,0,1,0,71.0,1,2,1,2,2,2,2,2,2,2,1,0,116.1,8310.55,0,1,0
5381,6496,1,0,0,0,18.0,1,2,2,1,1,1,1,1,1,1,0,3,23.75,424.5,0,0,1
3507,4786,1,0,0,0,44.0,0,1,0,2,0,2,0,2,2,1,1,2,54.0,2440.25,0,0,0
4474,4882,1,0,0,0,50.0,1,0,1,2,2,2,2,0,0,1,1,1,90.1,4549.45,0,1,0
3401,3956,0,0,1,1,58.0,1,0,1,2,2,0,0,2,2,1,0,1,99.25,5846.65,0,1,0
3457,6312,1,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,1,3,44.95,44.95,0,0,1
1960,480,0,0,1,1,49.0,1,2,1,0,0,0,0,2,2,0,1,0,95.4,4613.95,0,1,0
5700,1223,0,0,1,0,72.0,1,2,1,2,0,0,0,0,0,2,0,0,80.45,5737.6,0,1,0
3616,4028,1,0,0,0,41.0,1,0,1,0,2,0,2,2,2,2,1,1,99.65,4220.35,0,1,0
4812,6814,0,0,0,1,34.0,1,2,1,2,2,2,2,2,2,2,1,1,116.15,3946.9,0,1,0
207,2341,1,0,1,1,71.0,1,2,1,2,0,2,0,2,2,2,0,2,105.55,7405.5,0,1,0
2175,5834,0,0,0,0,21.0,1,0,0,2,0,2,2,0,0,1,1,2,60.25,1258.35,0,0,1
6622,6231,0,0,0,0,48.0,1,2,0,2,2,2,0,2,2,1,1,1,83.45,3887.85,0,1,0
2242,1507,1,0,1,1,27.0,0,1,0,0,2,2,0,0,2,1,1,1,45.85,1246.4,0,0,1
6336,1296,1,0,1,1,47.0,0,1,0,2,0,2,2,0,0,1,0,2,40.3,1794.8,0,0,0
5672,4576,0,0,1,0,4.0,1,0,2,1,1,1,1,1,1,0,0,2,20.15,91.4,0,0,1
5786,1227,0,0,0,0,27.0,1,0,1,0,0,2,2,0,2,0,1,2,89.2,2383.6,0,1,1
1815,3630,0,0,1,1,71.0,1,2,1,2,2,2,2,0,0,1,1,1,95.15,6770.85,0,1,0
6766,1626,1,0,0,0,1.0,1,0,2,1,1,1,1,1,1,0,1,3,19.9,19.9,0,0,1
6363,696,0,0,1,1,72.0,1,0,0,2,0,2,2,2,2,2,1,0,80.45,5886.85,0,1,0
1278,6806,1,1,1,0,49.0,1,2,1,2,2,2,0,0,0,0,1,2,88.2,4159.45,0,1,0
604,244,1,0,1,0,65.0,1,0,2,1,1,1,1,1,1,2,1,1,20.4,1414.45,0,0,0
282,2218,1,1,1,0,21.0,1,0,0,2,2,0,0,0,2,0,1,0,64.95,1339.8,0,0,1
5544,3225,1,0,1,1,22.0,1,0,2,1,1,1,1,1,1,1,0,3,19.95,433.5,0,0,1
2352,5032,1,0,1,1,8.0,1,2,2,1,1,1,1,1,1,1,0,3,24.4,203.95,0,0,1
3404,5970,0,0,0,0,42.0,1,2,0,0,0,2,2,2,2,2,1,1,78.45,3373.4,0,1,0
4021,5496,0,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,3,45.35,45.35,0,0,1
5562,4906,0,0,0,0,5.0,1,0,1,0,0,0,0,2,0,0,0,2,80.2,384.25,0,1,1
6649,613,1,0,1,0,61.0,1,2,1,0,0,0,0,2,2,1,1,0,96.5,5673.7,0,1,0
891,1439,0,1,0,0,7.0,1,0,1,0,0,2,0,2,0,0,1,2,84.35,609.65,0,1,1
6870,6209,0,0,1,0,8.0,1,0,0,2,0,0,2,0,2,2,0,3,65.5,564.35,0,0,1
794,136,1,0,0,0,72.0,1,2,0,2,2,2,2,0,0,2,0,0,69.65,4908.25,0,0,0
2045,5238,1,0,1,0,71.0,1,2,0,2,2,2,2,2,2,2,0,0,90.55,6404.0,0,1,0
4304,1476,0,1,0,0,29.0,1,2,0,2,2,0,0,0,0,0,1,0,58.55,1718.95,0,0,0
4565,1540,1,0,1,1,9.0,1,2,1,0,0,2,0,2,0,1,1,2,90.35,767.9,0,1,1
4380,6963,1,0,0,0,66.0,1,2,1,2,2,2,2,2,2,1,1,0,114.3,7383.7,0,1,0
4180,4421,1,0,1,1,61.0,1,0,2,1,1,1,1,1,1,1,0,3,20.4,1226.45,0,0,0
5181,78,0,0,0,1,26.0,0,1,0,2,0,0,2,0,2,0,0,3,45.8,1147.0,0,0,1
